rownames,date,variable,value,value01,relative-time,year,month,yearmonth
2421,1977-11-01,unemploy,6815.0,0.3260440514723297,Past,1977,11,23735
2422,1977-12-01,unemploy,6386.0,0.29217652167048236,Past,1977,12,23736
2423,1978-01-01,unemploy,6489.0,0.30030788663456226,Past,1978,1,23737
2424,1978-02-01,unemploy,6318.0,0.28680824188837134,Past,1978,2,23738
2425,1978-03-01,unemploy,6337.0,0.2883082024157259,Past,1978,3,23739
2426,1978-04-01,unemploy,6180.0,0.27591379174232256,Past,1978,4,23740
2427,1978-05-01,unemploy,6127.0,0.2717296913239125,Past,1978,5,23741
2428,1978-06-01,unemploy,6028.0,0.2639141075234862,Past,1978,6,23742
2429,1978-07-01,unemploy,6309.0,0.2860977342701508,Past,1978,7,23743
2430,1978-08-01,unemploy,6080.0,0.26801926265098286,Past,1978,8,23744
2431,1978-09-01,unemploy,6125.0,0.27157180074208576,Past,1978,9,23745
2432,1978-10-01,unemploy,5947.0,0.2575195389595011,Past,1978,10,23746
2433,1978-11-01,unemploy,6077.0,0.26778242677824265,Past,1978,11,23747
2434,1978-12-01,unemploy,6228.0,0.2797031657061656,Past,1978,12,23748
2435,1979-01-01,unemploy,6109.0,0.2703086760874714,Past,1979,1,23749
2436,1979-02-01,unemploy,6173.0,0.2753611747059288,Past,1979,2,23750
2437,1979-03-01,unemploy,6109.0,0.2703086760874714,Past,1979,3,23751
2438,1979-04-01,unemploy,6069.0,0.2671508644509355,Past,1979,4,23752
2439,1979-05-01,unemploy,5840.0,0.24907239283176758,Past,1979,5,23753
2440,1979-06-01,unemploy,5959.0,0.25846688245046184,Past,1979,6,23754
2441,1979-07-01,unemploy,5996.0,0.26138785821425753,Past,1979,7,23755
2442,1979-08-01,unemploy,6320.0,0.28696613247019814,Past,1979,8,23756
2443,1979-09-01,unemploy,6190.0,0.2767032446514565,Past,1979,9,23757
2444,1979-10-01,unemploy,6296.0,0.2850714454882766,Past,1979,10,23758
2445,1979-11-01,unemploy,6238.0,0.2804926186152996,Past,1979,11,23759
2446,1979-12-01,unemploy,6325.0,0.28736085892476515,Past,1979,12,23760
2447,1980-01-01,unemploy,6683.0,0.31562327307176125,Past,1980,1,23761
2448,1980-02-01,unemploy,6702.0,0.3171232335991158,Past,1980,2,23762
2449,1980-03-01,unemploy,6729.0,0.31925475645377754,Past,1980,3,23763
2450,1980-04-01,unemploy,7358.0,0.36891134443830426,Past,1980,4,23764
2451,1980-05-01,unemploy,7984.0,0.41833109655009076,Past,1980,5,23765
2452,1980-06-01,unemploy,8098.0,0.427330859714218,Past,1980,6,23766
2453,1980-07-01,unemploy,8363.0,0.44825136180626823,Past,1980,7,23767
2454,1980-08-01,unemploy,8281.0,0.4417778479513697,Past,1980,8,23768
2455,1980-09-01,unemploy,8021.0,0.42125207231388645,Past,1980,9,23769
2456,1980-10-01,unemploy,8088.0,0.42654140680508407,Past,1980,10,23770
2457,1980-11-01,unemploy,8023.0,0.42140996289571325,Past,1980,11,23771
2458,1980-12-01,unemploy,7718.0,0.39733164916712715,Past,1980,12,23772
2459,1981-01-01,unemploy,8071.0,0.42519933685955635,Past,1981,1,23773
2460,1981-02-01,unemploy,8051.0,0.4236204310412884,Past,1981,2,23774
2461,1981-03-01,unemploy,7982.0,0.418173205968264,Past,1981,3,23775
2462,1981-04-01,unemploy,7869.0,0.40925238809505016,Past,1981,4,23776
2463,1981-05-01,unemploy,8174.0,0.4333307018236362,Past,1981,5,23777
2464,1981-06-01,unemploy,8098.0,0.427330859714218,Past,1981,6,23778
2465,1981-07-01,unemploy,7863.0,0.40877871634956975,Past,1981,7,23779
2466,1981-08-01,unemploy,8036.0,0.4224362516775874,Past,1981,8,23780
2467,1981-09-01,unemploy,8230.0,0.43775163811478646,Past,1981,9,23781
2468,1981-10-01,unemploy,8646.0,0.4705928791347596,Past,1981,10,23782
2469,1981-11-01,unemploy,9029.0,0.5008289255545907,Past,1981,11,23783
2470,1981-12-01,unemploy,9267.0,0.5196179047919791,Past,1981,12,23784
2471,1982-01-01,unemploy,9397.0,0.5298807926107207,Past,1982,1,23785
2472,1982-02-01,unemploy,9705.0,0.554195942212047,Past,1982,2,23786
2473,1982-03-01,unemploy,9895.0,0.5691955474855925,Past,1982,3,23787
2474,1982-04-01,unemploy,10244.0,0.596747454014368,Past,1982,4,23788
2475,1982-05-01,unemploy,10335.0,0.6039314754874872,Past,1982,5,23789
2476,1982-06-01,unemploy,10538.0,0.6199573695429068,Past,1982,6,23790
2477,1982-07-01,unemploy,10849.0,0.6445093550169733,Past,1982,7,23791
2478,1982-08-01,unemploy,10881.0,0.647035604326202,Past,1982,8,23792
2479,1982-09-01,unemploy,11217.0,0.6735612220731033,Past,1982,9,23793
2480,1982-10-01,unemploy,11529.0,0.6981921528380832,Past,1982,10,23794
2481,1982-11-01,unemploy,11938.0,0.7304807768216626,Past,1982,11,23795
2482,1982-12-01,unemploy,12051.0,0.7394015946948764,Past,1982,12,23796
2483,1983-01-01,unemploy,11534.0,0.6985868792926502,Past,1983,1,23797
2484,1983-02-01,unemploy,11545.0,0.6994552774926975,Past,1983,2,23798
2485,1983-03-01,unemploy,11408.0,0.6886397726375622,Past,1983,3,23799
2486,1983-04-01,unemploy,11268.0,0.6775874319096866,Past,1983,4,23800
2487,1983-05-01,unemploy,11154.0,0.6685876687455593,Past,1983,5,23801
2488,1983-06-01,unemploy,11246.0,0.6758506355095919,Past,1983,6,23802
2489,1983-07-01,unemploy,10548.0,0.6207468224520407,Past,1983,7,23803
2490,1983-08-01,unemploy,10623.0,0.6266677192705455,Past,1983,8,23804
2491,1983-09-01,unemploy,10282.0,0.5997473750690772,Past,1983,9,23805
2492,1983-10-01,unemploy,9887.0,0.5685639851582853,Past,1983,10,23806
2493,1983-11-01,unemploy,9499.0,0.5379332122838872,Past,1983,11,23807
2494,1983-12-01,unemploy,9331.0,0.5246704034104366,Past,1983,12,23808
2495,1984-01-01,unemploy,9008.0,0.4991710744454093,Past,1984,1,23809
2496,1984-02-01,unemploy,8791.0,0.4820399463172022,Past,1984,2,23810
2497,1984-03-01,unemploy,8746.0,0.4784874082260993,Past,1984,3,23811
2498,1984-04-01,unemploy,8762.0,0.4797505328807137,Past,1984,4,23812
2499,1984-05-01,unemploy,8456.0,0.4555932738612142,Past,1984,5,23813
2500,1984-06-01,unemploy,8226.0,0.43743585695113285,Past,1984,6,23814
2501,1984-07-01,unemploy,8537.0,0.46198784242519936,Past,1984,7,23815
2502,1984-08-01,unemploy,8519.0,0.4605668271887582,Past,1984,8,23816
2503,1984-09-01,unemploy,8367.0,0.44856714296992184,Past,1984,9,23817
2504,1984-10-01,unemploy,8381.0,0.4496723770427094,Past,1984,10,23818
2505,1984-11-01,unemploy,8198.0,0.4352253888055577,Past,1984,11,23819
2506,1984-12-01,unemploy,8358.0,0.4478566353517013,Past,1984,12,23820
2507,1985-01-01,unemploy,8423.0,0.4529880792610721,Past,1985,1,23821
2508,1985-02-01,unemploy,8321.0,0.4449356595879056,Past,1985,2,23822
2509,1985-03-01,unemploy,8339.0,0.4463566748243467,Past,1985,3,23823
2510,1985-04-01,unemploy,8395.0,0.45077761111549697,Past,1985,4,23824
2511,1985-05-01,unemploy,8302.0,0.443435699060551,Past,1985,5,23825
2512,1985-06-01,unemploy,8460.0,0.4559090550248678,Past,1985,6,23826
2513,1985-07-01,unemploy,8513.0,0.46009315544327783,Past,1985,7,23827
2514,1985-08-01,unemploy,8196.0,0.435067498223731,Past,1985,8,23828
2515,1985-09-01,unemploy,8248.0,0.4391726533512276,Past,1985,9,23829
2516,1985-10-01,unemploy,8298.0,0.4431199178968975,Past,1985,10,23830
2517,1985-11-01,unemploy,8128.0,0.42969921844161996,Past,1985,11,23831
2518,1985-12-01,unemploy,8138.0,0.4304886713507539,Past,1985,12,23832
2519,1986-01-01,unemploy,7795.0,0.40341043656745873,Past,1986,1,23833
2520,1986-02-01,unemploy,8402.0,0.4513302281518907,Past,1986,2,23834
2521,1986-03-01,unemploy,8383.0,0.4498302676245362,Past,1986,3,23835
2522,1986-04-01,unemploy,8364.0,0.44833030709718164,Past,1986,4,23836
2523,1986-05-01,unemploy,8439.0,0.4542512039156864,Past,1986,5,23837
2524,1986-06-01,unemploy,8508.0,0.4596984289887108,Past,1986,6,23838
2525,1986-07-01,unemploy,8319.0,0.4447777690060788,Past,1986,7,23839
2526,1986-08-01,unemploy,8135.0,0.4302518354780137,Past,1986,8,23840
2527,1986-09-01,unemploy,8310.0,0.44406726138785824,Past,1986,9,23841
2528,1986-10-01,unemploy,8243.0,0.4387779268966606,Past,1986,10,23842
2529,1986-11-01,unemploy,8159.0,0.4321465224599353,Past,1986,11,23843
2530,1986-12-01,unemploy,7883.0,0.41035762216783767,Past,1986,12,23844
2531,1987-01-01,unemploy,7892.0,0.4110681297860583,Past,1987,1,23845
2532,1987-02-01,unemploy,7865.0,0.40893660693139655,Past,1987,2,23846
2533,1987-03-01,unemploy,7862.0,0.40869977105865635,Past,1987,3,23847
2534,1987-04-01,unemploy,7542.0,0.3834372779663693,Past,1987,4,23848
2535,1987-05-01,unemploy,7574.0,0.385963527275598,Past,1987,5,23849
2536,1987-06-01,unemploy,7398.0,0.37206915607484015,Past,1987,6,23850
2537,1987-07-01,unemploy,7268.0,0.3618062682560985,Past,1987,7,23851
2538,1987-08-01,unemploy,7261.0,0.36125365121970476,Past,1987,8,23852
2539,1987-09-01,unemploy,7102.0,0.3487013499644746,Past,1987,9,23853
2540,1987-10-01,unemploy,7227.0,0.3585695113286492,Past,1987,10,23854
2541,1987-11-01,unemploy,7035.0,0.34341201547327704,Past,1987,11,23855
2542,1987-12-01,unemploy,6936.0,0.3355964316728507,Past,1987,12,23856
2543,1988-01-01,unemploy,6953.0,0.33693850161837846,Past,1988,1,23857
2544,1988-02-01,unemploy,6929.0,0.33504381463645694,Past,1988,2,23858
2545,1988-03-01,unemploy,6876.0,0.3308597142180469,Past,1988,3,23859
2546,1988-04-01,unemploy,6601.0,0.3091497592168627,Past,1988,4,23860
2547,1988-05-01,unemploy,6779.0,0.3232020209994474,Past,1988,5,23861
2548,1988-06-01,unemploy,6546.0,0.30480776821662586,Past,1988,6,23862
2549,1988-07-01,unemploy,6605.0,0.3094655403805163,Past,1988,7,23863
2550,1988-08-01,unemploy,6843.0,0.3282545196179048,Past,1988,8,23864
2551,1988-09-01,unemploy,6604.0,0.3093865950896029,Past,1988,9,23865
2552,1988-10-01,unemploy,6568.0,0.30654456461672064,Past,1988,10,23866
2553,1988-11-01,unemploy,6537.0,0.3040972605984053,Past,1988,11,23867
2554,1988-12-01,unemploy,6518.0,0.30259730007105073,Past,1988,12,23868
2555,1989-01-01,unemploy,6682.0,0.3155443277808479,Past,1989,1,23869
2556,1989-02-01,unemploy,6359.0,0.29004499881582063,Past,1989,2,23870
2557,1989-03-01,unemploy,6205.0,0.2778874240151575,Past,1989,3,23871
2558,1989-04-01,unemploy,6468.0,0.2986500355253809,Past,1989,4,23872
2559,1989-05-01,unemploy,6375.0,0.291308123470435,Past,1989,5,23873
2560,1989-06-01,unemploy,6577.0,0.3072550722349412,Past,1989,6,23874
2561,1989-07-01,unemploy,6495.0,0.3007815583800426,Past,1989,7,23875
2562,1989-08-01,unemploy,6511.0,0.302044683034657,Past,1989,8,23876
2563,1989-09-01,unemploy,6590.0,0.30828136101681536,Past,1989,9,23877
2564,1989-10-01,unemploy,6630.0,0.31143917265335125,Past,1989,10,23878
2565,1989-11-01,unemploy,6725.0,0.31893897529012394,Past,1989,11,23879
2566,1989-12-01,unemploy,6667.0,0.31436014841714693,Past,1989,12,23880
2567,1990-01-01,unemploy,6752.0,0.32107049814478567,Past,1990,1,23881
2568,1990-02-01,unemploy,6651.0,0.31309702376253257,Past,1990,2,23882
2569,1990-03-01,unemploy,6598.0,0.3089129233441225,Past,1990,3,23883
2570,1990-04-01,unemploy,6797.0,0.3246230362358885,Past,1990,4,23884
2571,1990-05-01,unemploy,6742.0,0.3202810452356517,Past,1990,5,23885
2572,1990-06-01,unemploy,6590.0,0.30828136101681536,Past,1990,6,23886
2573,1990-07-01,unemploy,6922.0,0.3344911976000632,Past,1990,7,23887
2574,1990-08-01,unemploy,7188.0,0.35549064498302674,Past,1990,8,23888
2575,1990-09-01,unemploy,7368.0,0.3697007973474382,Past,1990,9,23889
2576,1990-10-01,unemploy,7459.0,0.37688481882055735,Past,1990,10,23890
2577,1990-11-01,unemploy,7764.0,0.40096313254914345,Past,1990,11,23891
2578,1990-12-01,unemploy,7901.0,0.41177863740427884,Past,1990,12,23892
2579,1991-01-01,unemploy,8015.0,0.4207784005684061,Past,1991,1,23893
2580,1991-02-01,unemploy,8265.0,0.44051472329675534,Past,1991,2,23894
2581,1991-03-01,unemploy,8586.0,0.4658561616799558,Past,1991,3,23895
2582,1991-04-01,unemploy,8439.0,0.4542512039156864,Past,1991,4,23896
2583,1991-05-01,unemploy,8736.0,0.47769795531696535,Past,1991,5,23897
2584,1991-06-01,unemploy,8692.0,0.47422436251677585,Past,1991,6,23898
2585,1991-07-01,unemploy,8586.0,0.4658561616799558,Past,1991,7,23899
2586,1991-08-01,unemploy,8666.0,0.47217178495302753,Past,1991,8,23900
2587,1991-09-01,unemploy,8722.0,0.4765927212441778,Past,1991,9,23901
2588,1991-10-01,unemploy,8842.0,0.4860661561537854,Past,1991,10,23902
2589,1991-11-01,unemploy,8931.0,0.49309228704507774,Past,1991,11,23903
2590,1991-12-01,unemploy,9198.0,0.5141706797189548,Past,1991,12,23904
2591,1992-01-01,unemploy,9283.0,0.5208810294465935,Past,1992,1,23905
2592,1992-02-01,unemploy,9454.0,0.5343806741927845,Past,1992,2,23906
2593,1992-03-01,unemploy,9460.0,0.5348543459382648,Past,1992,3,23907
2594,1992-04-01,unemploy,9415.0,0.531301807847162,Past,1992,4,23908
2595,1992-05-01,unemploy,9744.0,0.5572748085576695,Past,1992,5,23909
2596,1992-06-01,unemploy,10040.0,0.580642614668035,Past,1992,6,23910
2597,1992-07-01,unemploy,9850.0,0.5656430093944896,Past,1992,7,23911
2598,1992-08-01,unemploy,9787.0,0.5606694560669456,Past,1992,8,23912
2599,1992-09-01,unemploy,9781.0,0.5601957843214652,Past,1992,9,23913
2600,1992-10-01,unemploy,9398.0,0.5299597379016342,Past,1992,10,23914
2601,1992-11-01,unemploy,9565.0,0.5431436014841715,Past,1992,11,23915
2602,1992-12-01,unemploy,9557.0,0.5425120391568643,Past,1992,12,23916
2603,1993-01-01,unemploy,9325.0,0.5241967316649562,Past,1993,1,23917
2604,1993-02-01,unemploy,9183.0,0.5129865003552538,Past,1993,2,23918
2605,1993-03-01,unemploy,9056.0,0.5029604484092524,Past,1993,3,23919
2606,1993-04-01,unemploy,9110.0,0.5072234941185758,Past,1993,4,23920
2607,1993-05-01,unemploy,9149.0,0.5103023604641983,Past,1993,5,23921
2608,1993-06-01,unemploy,9121.0,0.5080918923186232,Past,1993,6,23922
2609,1993-07-01,unemploy,8930.0,0.4930133417541644,Past,1993,7,23923
2610,1993-08-01,unemploy,8763.0,0.4798294781716271,Past,1993,8,23924
2611,1993-09-01,unemploy,8714.0,0.47596115891687063,Past,1993,9,23925
2612,1993-10-01,unemploy,8750.0,0.4788031893897529,Past,1993,10,23926
2613,1993-11-01,unemploy,8542.0,0.4623825688797663,Past,1993,11,23927
2614,1993-12-01,unemploy,8477.0,0.4572511249703955,Past,1993,12,23928
2615,1994-01-01,unemploy,8630.0,0.46932975448014524,Past,1994,1,23929
2616,1994-02-01,unemploy,8583.0,0.4656193258072156,Past,1994,2,23930
2617,1994-03-01,unemploy,8470.0,0.45669850793400174,Past,1994,3,23931
2618,1994-04-01,unemploy,8331.0,0.44572511249703956,Past,1994,4,23932
2619,1994-05-01,unemploy,7915.0,0.4128838714770664,Past,1994,5,23933
2620,1994-06-01,unemploy,7927.0,0.41383121496802716,Past,1994,6,23934
2621,1994-07-01,unemploy,7946.0,0.4153311754953817,Past,1994,7,23935
2622,1994-08-01,unemploy,7933.0,0.4143048867135075,Past,1994,8,23936
2623,1994-09-01,unemploy,7734.0,0.3985947738217415,Past,1994,9,23937
2624,1994-10-01,unemploy,7632.0,0.390542354148575,Past,1994,10,23938
2625,1994-11-01,unemploy,7375.0,0.370253414383832,Past,1994,11,23939
2626,1994-12-01,unemploy,7230.0,0.35880634720138943,Past,1994,12,23940
2627,1995-01-01,unemploy,7375.0,0.370253414383832,Past,1995,1,23941
2628,1995-02-01,unemploy,7187.0,0.3554116996921134,Past,1995,2,23942
2629,1995-03-01,unemploy,7153.0,0.35272755980105786,Past,1995,3,23943
2630,1995-04-01,unemploy,7645.0,0.3915686429304492,Past,1995,4,23944
2631,1995-05-01,unemploy,7430.0,0.3745954053840688,Past,1995,5,23945
2632,1995-06-01,unemploy,7427.0,0.3743585695113287,Past,1995,6,23946
2633,1995-07-01,unemploy,7527.0,0.3822530986026684,Past,1995,7,23947
2634,1995-08-01,unemploy,7484.0,0.3788584510933923,Past,1995,8,23948
2635,1995-09-01,unemploy,7478.0,0.37838477934791187,Past,1995,9,23949
2636,1995-10-01,unemploy,7328.0,0.3665429857109023,Past,1995,10,23950
2637,1995-11-01,unemploy,7426.0,0.3742796242204153,Past,1995,11,23951
2638,1995-12-01,unemploy,7423.0,0.37404278834767507,Past,1995,12,23952
2639,1996-01-01,unemploy,7491.0,0.37941106812978603,Past,1996,1,23953
2640,1996-02-01,unemploy,7313.0,0.3653588063472014,Past,1996,2,23954
2641,1996-03-01,unemploy,7318.0,0.36575353280176837,Past,1996,3,23955
2642,1996-04-01,unemploy,7415.0,0.37341122602036786,Past,1996,4,23956
2643,1996-05-01,unemploy,7423.0,0.37404278834767507,Past,1996,5,23957
2644,1996-06-01,unemploy,7095.0,0.34814873292808085,Past,1996,6,23958
