rownames,date,variable,value,value01
626,1971-10-01,pop,208345.0,0.07915996916598815
627,1971-11-01,pop,208555.0,0.08088566142435599
628,1971-12-01,pop,208740.0,0.08240591412815625
629,1972-01-01,pop,208917.0,0.08386042617449486
630,1972-02-01,pop,209061.0,0.08504375800880425
631,1972-03-01,pop,209212.0,0.08628461291839255
632,1972-04-01,pop,209386.0,0.08771447221818307
633,1972-05-01,pop,209545.0,0.08902106778523301
634,1972-06-01,pop,209725.0,0.09050023257811973
635,1972-07-01,pop,209896.0,0.09190543913136213
636,1972-08-01,pop,210075.0,0.09337638634206616
637,1972-09-01,pop,210278.0,0.09504455552515507
638,1972-10-01,pop,210479.0,0.0966962895438786
639,1972-11-01,pop,210656.0,0.09815080159021722
640,1972-12-01,pop,210821.0,0.09950670265036338
641,1973-01-01,pop,210985.0,0.10085438612832684
642,1973-02-01,pop,211120.0,0.10196375972299189
643,1973-03-01,pop,211254.0,0.10306491573547423
644,1973-04-01,pop,211420.0,0.10442903437780311
645,1973-05-01,pop,211577.0,0.10571919478048765
646,1973-06-01,pop,211746.0,0.10710796616936463
647,1973-07-01,pop,211909.0,0.10844743206514539
648,1973-08-01,pop,212092.0,0.10995124960458023
649,1973-09-01,pop,212289.0,0.11157011329457293
650,1973-10-01,pop,212475.0,0.11309858358055588
651,1973-11-01,pop,212634.0,0.11440517914760583
652,1973-12-01,pop,212785.0,0.11564603405719415
653,1974-01-01,pop,212932.0,0.11685401863805164
654,1974-02-01,pop,213074.0,0.11802091530799562
655,1974-03-01,pop,213211.0,0.11914672406702606
656,1974-04-01,pop,213361.0,0.12037936139443167
657,1974-05-01,pop,213513.0,0.12162843388620269
658,1974-06-01,pop,213686.0,0.1230500756038105
659,1974-07-01,pop,213854.0,0.12443062941050477
660,1974-08-01,pop,214042.0,0.12597553486085314
661,1974-09-01,pop,214246.0,0.12765192162612476
662,1974-10-01,pop,214451.0,0.1293365259735791
663,1974-11-01,pop,214625.0,0.1307663852733696
664,1974-12-01,pop,214782.0,0.13205654567605413
665,1975-01-01,pop,214931.0,0.13328096542127704
666,1975-02-01,pop,215065.0,0.13438212143375938
667,1975-03-01,pop,215198.0,0.13547505986405903
668,1975-04-01,pop,215353.0,0.13674878510237815
669,1975-05-01,pop,215523.0,0.13814577407343784
670,1975-06-01,pop,215768.0,0.14015908170820032
671,1975-07-01,pop,215973.0,0.14184368605565467
672,1975-08-01,pop,216195.0,0.14366798930021496
673,1975-09-01,pop,216393.0,0.14529507057239036
674,1975-10-01,pop,216587.0,0.14688928151583494
675,1975-11-01,pop,216771.0,0.14840131663745249
676,1975-12-01,pop,216931.0,0.14971612978668514
677,1976-01-01,pop,217095.0,0.1510638132646486
678,1976-02-01,pop,217249.0,0.15232932092078502
679,1976-03-01,pop,217381.0,0.15341404176890197
680,1976-04-01,pop,217528.0,0.15462202634975947
681,1976-05-01,pop,217685.0,0.155912186752444
682,1976-06-01,pop,217861.0,0.15735848121659993
683,1976-07-01,pop,218035.0,0.15878834051639043
684,1976-08-01,pop,218233.0,0.16041542178856583
685,1976-09-01,pop,218440.0,0.16211646130038557
686,1976-10-01,pop,218644.0,0.1637928480656572
687,1976-11-01,pop,218834.0,0.16535418868037097
688,1976-12-01,pop,219006.0,0.16676761281579605
689,1977-01-01,pop,219179.0,0.16818925453340386
690,1977-02-01,pop,219344.0,0.16954515559355002
691,1977-03-01,pop,219504.0,0.17085996874278267
692,1977-04-01,pop,219684.0,0.1723391335356694
693,1977-05-01,pop,219859.0,0.1737772104176426
694,1977-06-01,pop,220046.0,0.17531389828580826
695,1977-07-01,pop,220239.0,0.17689989164707015
696,1977-08-01,pop,220458.0,0.17869954214508235
697,1977-09-01,pop,220688.0,0.18058958604710426
698,1977-10-01,pop,220904.0,0.18236458379856835
699,1977-11-01,pop,221109.0,0.18404918814602267
700,1977-12-01,pop,221303.0,0.18564339908946725
701,1978-01-01,pop,221477.0,0.18707325838925778
702,1978-02-01,pop,221629.0,0.1883223308810288
703,1978-03-01,pop,221792.0,0.18966179677680955
704,1978-04-01,pop,221991.0,0.19129709563116765
705,1978-05-01,pop,222176.0,0.19281734833496791
706,1978-06-01,pop,222379.0,0.19448551751805682
707,1978-07-01,pop,222585.0,0.19617833944769386
708,1978-08-01,pop,222805.0,0.19798620752788876
709,1978-09-01,pop,223053.0,0.20002416790919936
710,1978-10-01,pop,223271.0,0.20181560082502883
711,1978-11-01,pop,223477.0,0.20350842275466588
712,1978-12-01,pop,223670.0,0.20509441611592777
713,1979-01-01,pop,223865.0,0.20669684464155505
714,1979-02-01,pop,224053.0,0.2082417500919034
715,1979-03-01,pop,224235.0,0.20973735004915556
716,1979-04-01,pop,224438.0,0.21140551923224446
717,1979-05-01,pop,224632.0,0.21299973017568907
718,1979-06-01,pop,224843.0,0.21473364001623962
719,1979-07-01,pop,225055.0,0.21647576743897287
720,1979-08-01,pop,225295.0,0.21844798716282185
721,1979-09-01,pop,225547.0,0.22051881787286326
722,1979-10-01,pop,225801.0,0.2226060837472701
723,1979-11-01,pop,226027.0,0.22446325732056122
724,1979-12-01,pop,226243.0,0.2262382550720253
725,1980-01-01,pop,226451.0,0.22794751216602774
726,1980-02-01,pop,226656.0,0.22963211651348206
727,1980-03-01,pop,226849.0,0.23121810987474395
728,1980-04-01,pop,227061.0,0.2329602372974772
729,1980-05-01,pop,227251.0,0.23452157791219097
730,1980-06-01,pop,227522.0,0.23674854268370377
731,1980-07-01,pop,227726.0,0.2384249294489754
732,1980-08-01,pop,227953.0,0.24029032060444921
733,1980-09-01,pop,228186.0,0.24220501725301927
734,1980-10-01,pop,228417.0,0.2441032787372239
735,1980-11-01,pop,228612.0,0.24570570726285118
736,1980-12-01,pop,228779.0,0.24707804348736276
737,1981-01-01,pop,228937.0,0.24837642147223002
738,1981-02-01,pop,229071.0,0.24947757748471236
739,1981-03-01,pop,229224.0,0.2507348675586661
740,1981-04-01,pop,229403.0,0.2522058147693701
741,1981-05-01,pop,229575.0,0.2536192389047952
742,1981-06-01,pop,229761.0,0.25514770919077817
743,1981-07-01,pop,229966.0,0.2568323135382325
744,1981-08-01,pop,230187.0,0.25864839920061006
745,1981-09-01,pop,230412.0,0.26049735519171846
746,1981-10-01,pop,230641.0,0.2623791815115577
747,1981-11-01,pop,230822.0,0.26386656388662716
748,1981-12-01,pop,230989.0,0.2652389001111387
749,1982-01-01,pop,231157.0,0.266619453917833
750,1982-02-01,pop,231313.0,0.26790139673833485
751,1982-03-01,pop,231470.0,0.2691915571410194
752,1982-04-01,pop,231645.0,0.27062963402299256
753,1982-05-01,pop,231809.0,0.27197731750095605
754,1982-06-01,pop,231992.0,0.2734811350403909
755,1982-07-01,pop,232188.0,0.2750917811482009
756,1982-08-01,pop,232392.0,0.27676816791347253
757,1982-09-01,pop,232599.0,0.27846920742529224
758,1982-10-01,pop,232816.0,0.280252422758939
759,1982-11-01,pop,232993.0,0.28170693480527764
760,1982-12-01,pop,233160.0,0.28307927102978925
761,1983-01-01,pop,233322.0,0.2844105193433873
762,1983-02-01,pop,233473.0,0.2856513742529756
763,1983-03-01,pop,233613.0,0.28680183575855417
764,1983-04-01,pop,233781.0,0.28818238956524844
765,1983-05-01,pop,233922.0,0.28934106865300974
766,1983-06-01,pop,234118.0,0.2909517147608197
767,1983-07-01,pop,234307.0,0.2925048377933508
768,1983-08-01,pop,234501.0,0.2940990487367954
769,1983-09-01,pop,234701.0,0.2957425651733362
770,1983-10-01,pop,234907.0,0.2974353871029732
771,1983-11-01,pop,235078.0,0.2988405936562156
772,1983-12-01,pop,235235.0,0.30013075405890016
773,1984-01-01,pop,235385.0,0.30136339138630575
774,1984-02-01,pop,235527.0,0.3025302880562497
775,1984-03-01,pop,235675.0,0.3037464902192899
776,1984-04-01,pop,235839.0,0.3050941736972534
777,1984-05-01,pop,235993.0,0.3063596813533898
778,1984-06-01,pop,236160.0,0.30773201757790136
779,1984-07-01,pop,236348.0,0.3092769230282498
780,1984-08-01,pop,236549.0,0.31092865704697326
781,1984-09-01,pop,236760.0,0.3126625668875238
782,1984-10-01,pop,236976.0,0.31443756463898787
783,1984-11-01,pop,237159.0,0.3159413821784227
784,1984-12-01,pop,237316.0,0.31723154258110725
785,1985-01-01,pop,237468.0,0.3184806150728783
786,1985-02-01,pop,237602.0,0.3195817710853606
787,1985-03-01,pop,237732.0,0.3206500567691122
788,1985-04-01,pop,237900.0,0.32203061057580645
789,1985-05-01,pop,238074.0,0.32346046987559696
790,1985-06-01,pop,238270.0,0.32507111598340693
791,1985-07-01,pop,238466.0,0.3266817620912169
792,1985-08-01,pop,238679.0,0.3284321070961329
793,1985-09-01,pop,238898.0,0.3302317575941451
794,1985-10-01,pop,239113.0,0.33199853776342647
795,1985-11-01,pop,239307.0,0.33359274870687106
796,1985-12-01,pop,239477.0,0.3349897376779307
797,1986-01-01,pop,239638.0,0.3363127684093461
798,1986-02-01,pop,239788.0,0.3375454057367517
799,1986-03-01,pop,239928.0,0.33869586724233025
800,1986-04-01,pop,240094.0,0.34005998588465913
801,1986-05-01,pop,240271.0,0.34151449793099775
802,1986-06-01,pop,240459.0,0.3430594033813461
803,1986-07-01,pop,240651.0,0.3446371791604253
804,1986-08-01,pop,240854.0,0.34630534834351423
805,1986-09-01,pop,241068.0,0.3480639109306129
806,1986-10-01,pop,241274.0,0.3497567328602499
807,1986-11-01,pop,241467.0,0.3513427262215118
808,1986-12-01,pop,241620.0,0.3526000162954655
809,1987-01-01,pop,241784.0,0.353947699773429
810,1987-02-01,pop,241930.0,0.3551474667721038
811,1987-03-01,pop,242079.0,0.35637188651732665
812,1987-04-01,pop,242252.0,0.3577935282349345
813,1987-05-01,pop,242423.0,0.3591987347881769
814,1987-06-01,pop,242608.0,0.3607189874919771
815,1987-07-01,pop,242804.0,0.3623296335997871
816,1987-08-01,pop,243012.0,0.3640388906937896
817,1987-09-01,pop,243223.0,0.36577280053434014
818,1987-10-01,pop,243446.0,0.3676053213610831
819,1987-11-01,pop,243639.0,0.369191314722345
820,1987-12-01,pop,243809.0,0.3705883036934047
821,1988-01-01,pop,243981.0,0.3720017278288298
822,1988-02-01,pop,244131.0,0.37323436515623537
823,1988-03-01,pop,244279.0,0.3744505673192756
824,1988-04-01,pop,244445.0,0.37581468596160444
825,1988-05-01,pop,244610.0,0.37717058702175066
826,1988-06-01,pop,244806.0,0.37878123312956063
827,1988-07-01,pop,245021.0,0.380548013298842
828,1988-08-01,pop,245240.0,0.3823476637968542
829,1988-09-01,pop,245464.0,0.3841884022057799
830,1988-10-01,pop,245693.0,0.3860702285256191
831,1988-11-01,pop,245884.0,0.3876397867225156
832,1988-12-01,pop,246056.0,0.3890532108579407
833,1989-01-01,pop,246224.0,0.390433764664635
834,1989-02-01,pop,246378.0,0.3916992723207714
835,1989-03-01,pop,246530.0,0.3929483448125424
836,1989-04-01,pop,246721.0,0.3945179030094389
837,1989-05-01,pop,246906.0,0.39603815571323914
838,1989-06-01,pop,247114.0,0.3977474128072416
839,1989-07-01,pop,247342.0,0.3996210215448981
840,1989-08-01,pop,247573.0,0.4015192830291027
841,1989-09-01,pop,247816.0,0.4035161554994998
842,1989-10-01,pop,248067.0,0.40557876862735853
843,1989-11-01,pop,248281.0,0.4073373312144572
844,1989-12-01,pop,248479.0,0.4089644124866326
845,1990-01-01,pop,248659.0,0.41044357727951936
846,1990-02-01,pop,248827.0,0.41182413108621363
847,1990-03-01,pop,249012.0,0.41334438379001387
848,1990-04-01,pop,249306.0,0.41576035295172886
849,1990-05-01,pop,249565.0,0.4178887067370492
850,1990-06-01,pop,249849.0,0.4202225000769372
851,1990-07-01,pop,250132.0,0.42254807583464243
852,1990-08-01,pop,250439.0,0.42507087356473255
853,1990-09-01,pop,250751.0,0.42763475920573624
854,1990-10-01,pop,251057.0,0.4301493393536437
855,1990-11-01,pop,251346.0,0.4325242206044451
856,1990-12-01,pop,251626.0,0.43482514361560226
857,1991-01-01,pop,251889.0,0.43698636772965344
858,1991-02-01,pop,252135.0,0.43900789294659864
859,1991-03-01,pop,252372.0,0.4409554599238995
860,1991-04-01,pop,252643.0,0.4431824246954123
861,1991-05-01,pop,252913.0,0.4454011718847424
862,1991-06-01,pop,253207.0,0.44781714104645737
863,1991-07-01,pop,253493.0,0.45016736955071074
864,1991-08-01,pop,253807.0,0.4527476903560798
865,1991-09-01,pop,254126.0,0.4553690990723624
866,1991-10-01,pop,254435.0,0.45790833196681796
867,1991-11-01,pop,254718.0,0.4602339077245232
868,1991-12-01,pop,254964.0,0.4622554329414684
869,1992-01-01,pop,255214.0,0.4643098284871444
870,1992-02-01,pop,255448.0,0.46623274271789716
871,1992-03-01,pop,255703.0,0.4683282261744867
872,1992-04-01,pop,255992.0,0.47070310742528815
873,1992-05-01,pop,256285.0,0.47311085900482047
874,1992-06-01,pop,256589.0,0.4756090039883625
875,1992-07-01,pop,256894.0,0.4781153665540872
876,1992-08-01,pop,257232.0,0.4808929093318412
877,1992-09-01,pop,257548.0,0.48348966530157567
878,1992-10-01,pop,257861.0,0.486061768524762
879,1992-11-01,pop,258147.0,0.4884119970290154
880,1992-12-01,pop,258413.0,0.4905978738896147
881,1993-01-01,pop,258679.0,0.49278375075021397
882,1993-02-01,pop,258919.0,0.49475597047406294
883,1993-03-01,pop,259152.0,0.49667066712263297
884,1993-04-01,pop,259414.0,0.4988236736545014
885,1993-05-01,pop,259680.0,0.5010095505151008
886,1993-06-01,pop,259963.0,0.503335126272806
887,1993-07-01,pop,260255.0,0.5057346602701556
888,1993-08-01,pop,260566.0,0.5082903283289765
889,1993-09-01,pop,260867.0,0.5107638205659705
890,1993-10-01,pop,261163.0,0.5131962248920509
891,1993-11-01,pop,261425.0,0.5153492314239193
892,1993-12-01,pop,261674.0,0.5173954093874126
893,1994-01-01,pop,261919.0,0.5194087170221751
894,1994-02-01,pop,262123.0,0.5210851037874468
895,1994-03-01,pop,262352.0,0.5229669301072859
896,1994-04-01,pop,262631.0,0.5252596355362604
897,1994-05-01,pop,262877.0,0.5272811607532055
898,1994-06-01,pop,263152.0,0.5295409958534492
899,1994-07-01,pop,263436.0,0.5318747891933372
900,1994-08-01,pop,263724.0,0.5342414528619559
901,1994-09-01,pop,264017.0,0.5366492044414882
902,1994-10-01,pop,264301.0,0.5389829977813761
903,1994-11-01,pop,264559.0,0.5411031339845138
904,1994-12-01,pop,264804.0,0.5431164416192763
905,1995-01-01,pop,265044.0,0.5450886613431253
906,1995-02-01,pop,265270.0,0.5469458349164164
907,1995-03-01,pop,265495.0,0.5487947909075248
908,1995-04-01,pop,265755.0,0.5509313622750278
909,1995-05-01,pop,265998.0,0.552928234745425
910,1995-06-01,pop,266270.0,0.5551634170991204
911,1995-07-01,pop,266557.0,0.5575218631855565
912,1995-08-01,pop,266843.0,0.5598720916898099
913,1995-09-01,pop,267152.0,0.5624113245842653
914,1995-10-01,pop,267456.0,0.5649094695678074
915,1995-11-01,pop,267715.0,0.5670378233531278
916,1995-12-01,pop,267943.0,0.5689114320907843
917,1996-01-01,pop,268151.0,0.5706206891847867
918,1996-02-01,pop,268364.0,0.5723710341897027
919,1996-03-01,pop,268595.0,0.5742692956739074
920,1996-04-01,pop,268853.0,0.5763894318770449
921,1996-05-01,pop,269108.0,0.5784849153336346
922,1996-06-01,pop,269386.0,0.5807694031804262
923,1996-07-01,pop,269667.0,0.5830785437737661
924,1996-08-01,pop,269976.0,0.5856177766682217
925,1996-09-01,pop,270284.0,0.5881487919804945
926,1996-10-01,pop,270581.0,0.5905894138887576
927,1996-11-01,pop,270878.0,0.5930300357970207
928,1996-12-01,pop,271125.0,0.5950597785961486
929,1997-01-01,pop,271360.0,0.596990910409084
930,1997-02-01,pop,271585.0,0.5988398664001925
931,1997-03-01,pop,271821.0,0.6007792157953106
932,1997-04-01,pop,272083.0,0.6029322223271791
933,1997-05-01,pop,272342.0,0.6050605761124994
934,1997-06-01,pop,272622.0,0.6073614991236566
935,1997-07-01,pop,272912.0,0.6097445979566407
936,1997-08-01,pop,273237.0,0.6124153121660195
937,1997-09-01,pop,273553.0,0.615012068135754
938,1997-10-01,pop,273852.0,0.6174691252083826
939,1997-11-01,pop,274126.0,0.6197207427264435
940,1997-12-01,pop,274372.0,0.6217422679433887
941,1998-01-01,pop,274626.0,0.6238295338177955
942,1998-02-01,pop,274838.0,0.6255716612405288
943,1998-03-01,pop,275047.0,0.6272891359167139
944,1998-04-01,pop,275304.0,0.6294010545376688
945,1998-05-01,pop,275564.0,0.6315376259051719
946,1998-06-01,pop,275836.0,0.6337728082588674
947,1998-07-01,pop,276115.0,0.6360655136878418
948,1998-08-01,pop,276418.0,0.6385554410892011
949,1998-09-01,pop,276714.0,0.6409878454152815
950,1998-10-01,pop,277003.0,0.6433627266660831
951,1998-11-01,pop,277277.0,0.645614344184144
952,1998-12-01,pop,277526.0,0.6476605221476373
953,1999-01-01,pop,277790.0,0.6498299638438712
954,1999-02-01,pop,277992.0,0.6514899154447773
955,1999-03-01,pop,278198.0,0.6531827373744143
956,1999-04-01,pop,278451.0,0.6552617856666385
957,1999-05-01,pop,278717.0,0.6574476625272377
958,1999-06-01,pop,279001.0,0.6597814558671258
959,1999-07-01,pop,279295.0,0.6621974250288407
960,1999-08-01,pop,279602.0,0.6647202227589308
961,1999-09-01,pop,279903.0,0.6671937149959248
962,1999-10-01,pop,280203.0,0.669658989650736
963,1999-11-01,pop,280471.0,0.6718613016757007
964,1999-12-01,pop,280716.0,0.6738746093104632
965,2000-01-01,pop,280976.0,0.6760111806779663
966,2000-02-01,pop,281190.0,0.6777697432650649
967,2000-03-01,pop,281409.0,0.6795693937630771
968,2000-04-01,pop,281653.0,0.6815744838156569
969,2000-05-01,pop,281877.0,0.6834152222245826
970,2000-06-01,pop,282126.0,0.6854614001880759
971,2000-07-01,pop,282385.0,0.6875897539733963
972,2000-08-01,pop,282653.0,0.689792065998361
973,2000-09-01,pop,282932.0,0.6920847714273354
974,2000-10-01,pop,283201.0,0.6942953010344828
975,2000-11-01,pop,283453.0,0.6963661317445242
976,2000-12-01,pop,283696.0,0.6983630042149213
977,2001-01-01,pop,283920.0,0.700203742623847
978,2001-02-01,pop,284137.0,0.7019869579574938
979,2001-03-01,pop,284350.0,0.7037373029624097
980,2001-04-01,pop,284581.0,0.7056355644466143
981,2001-05-01,pop,284810.0,0.7075173907664536
982,2001-06-01,pop,285062.0,0.709588221476495
983,2001-07-01,pop,285309.0,0.7116179642756228
984,2001-08-01,pop,285570.0,0.7137627532253087
985,2001-09-01,pop,285843.0,0.7160061531611869
986,2001-10-01,pop,286098.0,0.7181016366177764
987,2001-11-01,pop,286341.0,0.7200985090881735
988,2001-12-01,pop,286570.0,0.7219803354080127
989,2002-01-01,pop,286788.0,0.7237717683238422
990,2002-02-01,pop,286994.0,0.7254645902534792
991,2002-03-01,pop,287190.0,0.7270752363612892
992,2002-04-01,pop,287397.0,0.728776275873109
993,2002-05-01,pop,287623.0,0.7306334494464001
994,2002-06-01,pop,287864.0,0.7326138867524318
995,2002-07-01,pop,288105.0,0.7345943240584635
996,2002-08-01,pop,288360.0,0.736689807515053
997,2002-09-01,pop,288618.0,0.7388099437181906
998,2002-10-01,pop,288870.0,0.7408807744282321
999,2002-11-01,pop,289106.0,0.7428201238233502
1000,2002-12-01,pop,289313.0,0.7445211633351699
1001,2003-01-01,pop,289518.0,0.7462057676826243
1002,2003-02-01,pop,289714.0,0.7478164137904343
1003,2003-03-01,pop,289911.0,0.7494352774804269
1004,2003-04-01,pop,290125.0,0.7511938400675257
1005,2003-05-01,pop,290346.0,0.7530099257299032
1006,2003-06-01,pop,290584.0,0.7549657102893867
1007,2003-07-01,pop,290820.0,0.7569050596845049
1008,2003-08-01,pop,291072.0,0.7589758903945464
1009,2003-09-01,pop,291321.0,0.7610220683580396
1010,2003-10-01,pop,291574.0,0.7631011166502638
1011,2003-11-01,pop,291807.0,0.7650158132988338
1012,2003-12-01,pop,292008.0,0.7666675473175574
1013,2004-01-01,pop,292192.0,0.768179582439175
1014,2004-02-01,pop,292368.0,0.7696258769033308
1015,2004-03-01,pop,292561.0,0.7712118702645927
1016,2004-04-01,pop,292779.0,0.7730033031804222
1017,2004-05-01,pop,292997.0,0.7747947360962517
1018,2004-06-01,pop,293223.0,0.7766519096695428
1019,2004-07-01,pop,293463.0,0.7786241293933918
1020,2004-08-01,pop,293719.0,0.780727830432164
1021,2004-09-01,pop,293971.0,0.7827986611422054
1022,2004-10-01,pop,294230.0,0.7849270149275257
1023,2004-11-01,pop,294466.0,0.7868663643226439
1024,2004-12-01,pop,294694.0,0.7887399730603004
1025,2005-01-01,pop,294914.0,0.7905478411404954
1026,2005-02-01,pop,295105.0,0.7921173993373918
1027,2005-03-01,pop,295287.0,0.7936129992946439
1028,2005-04-01,pop,295490.0,0.7952811684777329
1029,2005-05-01,pop,295704.0,0.7970397310648315
1030,2005-06-01,pop,295936.0,0.7989462101312189
1031,2005-07-01,pop,296186.0,0.8010006056768949
1032,2005-08-01,pop,296440.0,0.8030878715513017
1033,2005-09-01,pop,296707.0,0.8052819659940837
1034,2005-10-01,pop,296972.0,0.8074596252725003
1035,2005-11-01,pop,297207.0,0.8093907570854357
1036,2005-12-01,pop,297431.0,0.8112314954943615
1037,2006-01-01,pop,297647.0,0.8130064932458255
1038,2006-02-01,pop,297854.0,0.8147075327576453
1039,2006-03-01,pop,298060.0,0.8164003546872822
1040,2006-04-01,pop,298281.0,0.8182164403496599
1041,2006-05-01,pop,298496.0,0.8199832205189412
1042,2006-06-01,pop,298739.0,0.8219800929893384
1043,2006-07-01,pop,298996.0,0.8240920116102932
1044,2006-08-01,pop,299263.0,0.8262861060530753
1045,2006-09-01,pop,299554.0,0.8286774224682422
1046,2006-10-01,pop,299835.0,0.830986563061582
1047,2006-11-01,pop,300094.0,0.8331149168469023
1048,2006-12-01,pop,300340.0,0.8351364420638475
1049,2007-01-01,pop,300574.0,0.8370593562946003
1050,2007-02-01,pop,300802.0,0.8389329650322568
1051,2007-03-01,pop,301021.0,0.840732615530269
1052,2007-04-01,pop,301254.0,0.842647312178839
1053,2007-05-01,pop,301483.0,0.8445291384986783
1054,2007-06-01,pop,301739.0,0.8466328395374505
1055,2007-07-01,pop,302004.0,0.8488104988158671
1056,2007-08-01,pop,302267.0,0.8509717229299182
1057,2007-09-01,pop,302546.0,0.8532644283588927
1058,2007-10-01,pop,302807.0,0.8554092173085784
1059,2007-11-01,pop,303054.0,0.8574389601077064
1060,2007-12-01,pop,303287.0,0.8593536567562764
1061,2008-01-01,pop,303506.0,0.8611533072542885
1062,2008-02-01,pop,303711.0,0.8628379116017428
1063,2008-03-01,pop,303907.0,0.8644485577095529
1064,2008-04-01,pop,304117.0,0.8661742499679207
1065,2008-05-01,pop,304323.0,0.8678670718975577
1066,2008-06-01,pop,304556.0,0.8697817685461278
1067,2008-07-01,pop,304798.0,0.8717704234343422
1068,2008-08-01,pop,305045.0,0.8738001662334701
1069,2008-09-01,pop,305309.0,0.8759696079297039
1070,2008-10-01,pop,305554.0,0.8779829155644665
1071,2008-11-01,pop,305786.0,0.8798893946308538
1072,2008-12-01,pop,306004.0,0.8816808275466833
1073,2009-01-01,pop,306208.0,0.8833572143119549
1074,2009-02-01,pop,306402.0,0.8849514252553995
1075,2009-03-01,pop,306588.0,0.8864798955413824
1076,2009-04-01,pop,306787.0,0.8881151943957406
1077,2009-05-01,pop,306984.0,0.8897340580857332
1078,2009-06-01,pop,307206.0,0.8915583613302935
1079,2009-07-01,pop,307439.0,0.8934730579788636
1080,2009-08-01,pop,307685.0,0.8954945831958088
1081,2009-09-01,pop,307946.0,0.8976393721454945
1082,2009-10-01,pop,308189.0,0.8996362446158916
1083,2009-11-01,pop,308418.0,0.9015180709357309
1084,2009-12-01,pop,308633.0,0.9032848511050122
1085,2010-01-01,pop,308833.0,0.904928367541553
1086,2010-02-01,pop,309027.0,0.9065225784849976
1087,2010-03-01,pop,309212.0,0.9080428311887979
1088,2010-04-01,pop,309191.211,0.9078719958728018
1089,2010-05-01,pop,309369.053,0.9093334271233382
1090,2010-06-01,pop,309548.502,0.9108080640284419
1091,2010-07-01,pop,309745.698,0.9124285383645424
1092,2010-08-01,pop,309957.775,0.9141712985411042
1093,2010-09-01,pop,310176.466,0.9159684098062219
1094,2010-10-01,pop,310399.958,0.9178049736833985
1095,2010-11-01,pop,310595.764,0.9194140255802654
1096,2010-12-01,pop,310781.705,0.9209420110288995
1097,2011-01-01,pop,310960.74,0.9224132458549796
1098,2011-02-01,pop,311113.376,0.9236675447290189
1099,2011-03-01,pop,311265.404,0.924916847313091
1100,2011-04-01,pop,311436.238,0.9263206897476913
1101,2011-05-01,pop,311607.08,0.9277245979229488
1102,2011-06-01,pop,311791.223,0.9292378081588184
1103,2011-07-01,pop,311997.049,0.9309292002291556
1104,2011-08-01,pop,312205.367,0.9326410705142923
1105,2011-09-01,pop,312429.118,0.9344797627452546
1106,2011-10-01,pop,312644.159,0.9362468798354051
1107,2011-11-01,pop,312829.523,0.9377701237391198
1108,2011-12-01,pop,313009.712,0.9392508416550392
